SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU012,1,834,466,2,7
IDU012,2,767,500,1,2
IDU012,3,300,N/A,1,9
IDU012,4,800,567,1,3
IDU012,5,967,633,1,3
IDU012,6,901,467,1,5
IDU012,7,934,634,2,3
IDU012,8,1034,801,1,2
IDU012,9,700,468,1,1
IDU012,10,835,501,1,4
IDU012,11,767,400,1,1
IDU012,12,700,533,1,7
IDU012,13,634,300,1,1
IDU012,14,900,500,2,3
IDU012,15,834,534,1,2
IDU012,16,733,433,1,3
