SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU019,1,767,N/A,2,8
IDU019,2,767,N/A,2,2
IDU019,3,934,N/A,2,2
IDU019,4,1035,633,1,5
IDU019,5,633,567,1,1
IDU019,6,367,N/A,1,1
IDU019,7,0,N/A,0,3
IDU019,8,1034,834,1,1
IDU019,9,668,467,1,2
IDU019,10,901,567,1,1
IDU019,11,767,333,3,4
IDU019,12,233,N/A,2,7
IDU019,13,667,N/A,1,1
IDU019,14,801,534,1,12
IDU019,15,1067,567,1,2
IDU019,16,901,401,1,4
IDU019,17,967,566,1,3
