SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU010,1,800,N/A,2,4
IDU010,2,0,667,0,3
IDU010,3,0,533,0,6
IDU010,4,734,300,1,1
IDU010,5,1067,467,1,6
IDU010,6,734,533,1,5
IDU010,7,667,N/A,2,4
IDU010,8,934,200,1,3
IDU010,9,734,234,1,4
IDU010,10,800,434,1,2
IDU010,11,534,201,1,2
IDU010,12,801,N/A,2,5
IDU010,13,1100,468,1,4
IDU010,14,333,N/A,1,1
IDU010,15,634,534,1,3
IDU010,16,200,N/A,1,1
