SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU022,1,901,801,1,7
IDU022,2,601,467,2,3
IDU022,3,701,601,1,6
IDU022,4,700,601,1,2
IDU022,5,834,N/A,2,8
IDU022,6,768,N/A,2,4
IDU022,7,600,634,1,3
IDU022,8,867,100,2,3
IDU022,9,500,N/A,2,3
IDU022,10,600,567,1,1
IDU022,11,468,N/A,2,3
IDU022,12,600,567,2,2
IDU022,13,600,500,1,2
IDU022,14,634,500,1,3
IDU022,15,701,567,1,5
IDU022,16,867,433,1,1
IDU022,17,801,267,1,2
