SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU002,1,834,467,2,2
IDU002,2,668,700,1,14
IDU002,3,701,133,1,1
IDU002,4,267,N/A,3,4
IDU002,5,768,300,1,4
IDU002,6,634,N/A,1,1
IDU002,7,633,667,1,1
IDU002,8,834,N/A,2,2
IDU002,9,634,366,1,10
IDU002,10,667,134,1,1
IDU002,11,734,N/A,3,4
IDU002,12,934,500,2,2
IDU002,13,667,467,2,3
IDU002,14,667,N/A,1,4
IDU002,15,834,367,2,2
IDU002,16,701,567,1,2
IDU002,17,567,267,1,1
