SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU005,1,667,534,2,2
IDU005,2,633,N/A,2,3
IDU005,3,800,N/A,2,7
IDU005,4,735,501,1,6
IDU005,5,567,534,1,1
IDU005,6,634,301,1,5
IDU005,7,567,300,1,2
IDU005,8,500,N/A,1,1
IDU005,9,700,734,1,4
IDU005,10,567,N/A,2,4
IDU005,11,500,N/A,2,4
IDU005,12,634,500,1,3
IDU005,13,601,300,1,2
IDU005,14,466,500,1,2
IDU005,15,700,200,1,4
IDU005,16,600,367,1,5
IDU005,17,834,334,1,3
