SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU020,1,734,1068,3,3
IDU020,2,733,967,1,2
IDU020,3,467,767,1,2
IDU020,4,667,N/A,2,3
IDU020,5,600,634,1,3
IDU020,6,667,167,1,2
IDU020,7,667,N/A,2,7
IDU020,8,667,N/A,2,2
IDU020,9,968,N/A,1,3
IDU020,10,968,N/A,1,1
IDU020,11,0,N/A,2,4
IDU020,12,967,967,1,9
IDU020,13,934,567,1,6
IDU020,14,968,733,1,4
IDU020,15,867,466,1,3
IDU020,16,967,1268,1,2
IDU020,17,767,800,1,3
