SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU026,1,901,533,1,1
IDU026,2,900,600,1,1
IDU026,3,734,N/A,4,6
IDU026,4,801,534,3,7
IDU026,5,700,600,2,3
IDU026,6,800,634,1,3
IDU026,7,501,N/A,3,3
IDU026,8,868,534,2,6
IDU026,9,868,500,3,5
IDU026,10,700,566,1,3
IDU026,11,901,501,1,4
IDU026,12,633,467,1,1
IDU026,13,734,567,2,4
IDU026,14,634,567,1,1
IDU026,15,467,N/A,4,6
IDU026,16,801,734,1,1
IDU026,17,834,701,1,4
