SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU014,1,767,333,2,2
IDU014,2,600,567,2,6
IDU014,3,934,467,1,5
IDU014,4,601,167,1,1
IDU014,5,667,533,1,4
IDU014,6,633,N/A,2,4
IDU014,7,1000,701,2,2
IDU014,8,667,N/A,1,2
IDU014,9,934,634,1,4
IDU014,10,600,501,1,2
IDU014,11,767,N/A,1,1
IDU014,12,700,734,1,5
IDU014,13,634,334,1,6
IDU014,14,568,N/A,2,3
IDU014,15,667,N/A,1,3
IDU014,16,968,367,1,1
IDU014,17,634,600,1,4
