SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU021,1,734,267,1,1
IDU021,2,367,N/A,2,4
IDU021,3,734,534,1,8
IDU021,4,800,266,1,2
IDU021,5,768,N/A,1,1
IDU021,6,734,534,1,1
IDU021,7,134,N/A,2,2
IDU021,8,1134,567,1,3
IDU021,9,667,N/A,1,1
IDU021,10,700,N/A,2,2
IDU021,11,801,N/A,2,4
IDU021,12,700,334,1,1
IDU021,13,600,N/A,2,9
IDU021,14,667,234,1,3
IDU021,15,701,500,2,4
IDU021,16,601,434,1,2
IDU021,17,801,467,3,11
