SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU018,1,1001,968,2,2
IDU018,2,900,667,1,9
IDU018,3,934,300,1,2
IDU018,4,901,567,1,9
IDU018,5,800,N/A,1,1
IDU018,6,934,567,1,3
IDU018,7,767,700,1,2
IDU018,8,934,567,1,2
IDU018,9,734,701,1,4
IDU018,10,801,N/A,1,1
IDU018,11,967,667,1,4
IDU018,12,634,N/A,1,1
IDU018,13,834,N/A,3,3
IDU018,14,900,634,1,1
IDU018,15,867,434,2,5
IDU018,16,868,300,1,2
IDU018,17,767,N/A,2,6
