SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU025,1,534,N/A,3,3
IDU025,2,668,668,1,1
IDU025,3,733,667,1,2
IDU025,4,635,601,2,4
IDU025,5,667,434,2,3
IDU025,6,934,N/A,2,5
IDU025,7,701,567,1,2
IDU025,8,834,467,1,6
IDU025,9,867,534,1,5
IDU025,10,701,534,2,3
IDU025,11,1034,668,1,7
IDU025,12,1067,501,1,3
IDU025,13,1067,534,1,3
IDU025,14,668,N/A,1,1
IDU025,15,1001,600,2,6
IDU025,16,767,501,1,4
IDU025,17,634,N/A,1,1
