SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU024,1,901,333,2,2
IDU024,2,700,401,1,1
IDU024,3,800,400,1,2
IDU024,4,667,334,1,1
IDU024,5,800,300,2,3
IDU024,6,734,N/A,3,14
IDU024,7,767,266,1,4
IDU024,8,734,166,1,1
IDU024,9,767,401,2,3
IDU024,10,1067,667,1,2
IDU024,11,601,534,2,8
IDU024,12,734,434,1,2
IDU024,13,433,N/A,4,6
IDU024,14,1001,467,2,2
IDU024,15,567,668,1,1
IDU024,16,734,233,1,2
IDU024,17,767,500,1,6
