SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU015,1,768,333,2,2
IDU015,2,967,534,1,3
IDU015,3,833,634,1,3
IDU015,4,701,N/A,2,4
IDU015,5,834,N/A,1,6
IDU015,6,767,500,1,1
IDU015,7,600,N/A,1,4
IDU015,8,600,467,1,1
IDU015,9,634,600,1,10
IDU015,10,801,467,1,2
IDU015,11,634,934,1,1
IDU015,12,834,534,2,3
IDU015,13,767,533,2,3
IDU015,14,668,567,1,4
IDU015,15,700,534,2,4
IDU015,16,667,501,1,5
IDU015,17,734,300,2,4
