SUBJECT,TRIAL,T1,T2,Previous Go - Video,Previous Go TOT
IDU028,1,667,533,1,1
IDU028,2,634,N/A,2,4
IDU028,3,700,133,1,1
IDU028,4,634,N/A,1,1
IDU028,5,634,N/A,2,2
IDU028,6,734,368,1,1
IDU028,7,600,167,1,1
IDU028,8,734,567,1,8
IDU028,9,634,466,1,9
IDU028,10,767,333,2,4
IDU028,11,768,266,1,5
IDU028,12,733,N/A,2,4
IDU028,13,34,501,1,1
IDU028,14,600,267,2,5
IDU028,15,901,534,1,8
IDU028,16,767,533,1,1
IDU028,17,734,634,2,4
