Times Metric,goNogo_computer Trait,Correlation,P-value
T2_kurtosis,RT_median,-0.14358262881160777,0.5824733459390659
T2_kurtosis,RT_std,0.06010646388648183,0.8187485860918736
T2_kurtosis,RT_cv,0.16072671233198027,0.537733659162077
T2_kurtosis,RT_skew,0.3541758577951273,0.16308272673404653
T2_kurtosis,RT_kurt,0.28276308019833385,0.2714651334027932
T2_kurtosis,RT_iqr,-0.21805083404720563,0.4004864286345025
T2_kurtosis,RT_outlier,-0.08782131151542702,0.7375012720352674
T2_kurtosis,RT_noerrors,-0.010562024229515538,0.9679081334317629
T2_kurtosis,RT_nsamples,0.10813668733207855,0.6795237689745319
T2_iqr,RT_mean,0.011553481297088553,0.9648973378136665
T2_iqr,RT_median,0.03688169357415902,0.8882404458779852
T2_iqr,RT_std,-0.03277192680312814,0.9006324065056337
T2_iqr,RT_cv,-0.07217000858451364,0.7831182651833056
T2_iqr,RT_skew,-0.3991565839847032,0.11246496839877279
T2_iqr,RT_kurt,-0.4502221807452226,0.06975906451240692
T2_iqr,RT_iqr,0.20917970585004847,0.42038753031940723
T2_iqr,RT_outlier,0.31027874127822813,0.2254877593826033
T2_iqr,RT_noerrors,0.3350317189995899,0.18866708064506887
T2_iqr,RT_nsamples,-0.501795450663584,0.04013442357572033
T2_outlier,RT_mean,-0.07172896668670768,0.7844141940718213
T2_outlier,RT_median,-0.10551619396949753,0.686915300153124
T2_outlier,RT_std,0.2855815361192637,0.2665098256305196
T2_outlier,RT_cv,0.36987638845356485,0.1439342047785501
T2_outlier,RT_skew,0.561660015840127,0.018963520409889176
T2_outlier,RT_kurt,0.5316880416806772,0.028048815500804618
T2_outlier,RT_iqr,-0.33656751604216073,0.1865224638942609
T2_outlier,RT_outlier,0.3274504984055252,0.19949183869980106
T2_outlier,RT_noerrors,-0.18005033780213012,0.48924815434987684
T2_outlier,RT_nsamples,0.31460296678417016,0.21874720261279731
T2_nsamples,RT_mean,-0.05254284961933403,0.8412650034455187
T2_nsamples,RT_median,-0.08286056114188828,0.7518780003499441
T2_nsamples,RT_std,-0.05722432219527621,0.827313717812678
T2_nsamples,RT_cv,-0.055040390400020456,0.8338162449126058
T2_nsamples,RT_skew,-0.019915186254237924,0.9395266487719178
T2_nsamples,RT_kurt,0.022179858579119333,0.9326637730904749
T2_nsamples,RT_iqr,0.2576783596453845,0.31803450795194593
T2_nsamples,RT_outlier,-0.13589565827591493,0.6030241348504599
T2_nsamples,RT_noerrors,-0.008423311595321156,0.9744041893798814
T2_nsamples,RT_nsamples,0.6938532703264472,0.002004514513025211
T1+T2_mean,RT_mean,0.17988609612635836,0.4896511428121981
T1+T2_mean,RT_median,0.13870776913959457,0.5954721899319888
T1+T2_mean,RT_std,0.48757104334700085,0.04711163860087353
T1+T2_mean,RT_cv,0.45452513419171425,0.06680658450642575
T1+T2_mean,RT_skew,0.23042027581426272,0.37360491973221754
T1+T2_mean,RT_kurt,0.17138418964531205,0.510728002025902
T1+T2_mean,RT_iqr,0.0848938510404561,0.745975708210383
T1+T2_mean,RT_outlier,0.3656852307078138,0.1488868521410809
T1+T2_mean,RT_noerrors,0.1557048692701813,0.55067705459638
T1+T2_mean,RT_nsamples,-0.465003367608148,0.06000306024196794
T1+T2_median,RT_mean,0.3224278786307544,0.206882572230313
T1+T2_median,RT_median,0.2763625436877347,0.28292669298398276
T1+T2_median,RT_std,0.4666345958533964,0.05899202496907218
T1+T2_median,RT_cv,0.35019265227552787,0.16820138108613547
T1+T2_median,RT_skew,0.13555092195117496,0.6039525763194066
T1+T2_median,RT_kurt,0.08516196886986616,0.7451983961996606
T1+T2_median,RT_iqr,0.26008310477463326,0.3133787111128239
T1+T2_median,RT_outlier,0.33483426667396277,0.18894398303164614
T1+T2_median,RT_noerrors,0.1726019759797609,0.507683212848834
T1+T2_median,RT_nsamples,-0.4336550408937321,0.08202557737557901
T1+T2_std,RT_mean,-0.2257055431717668,0.3837305967193009
T1+T2_std,RT_median,-0.24518951283348425,0.3428608328823706
T1+T2_std,RT_std,0.3010814224121066,0.2402616059115449
T1+T2_std,RT_cv,0.47643516100544503,0.05318195978494004
T1+T2_std,RT_skew,0.41598867363788744,0.09675502797944821
T1+T2_std,RT_kurt,0.34724537510785436,0.17205757793781928
T1+T2_std,RT_iqr,-0.3127799473880333,0.22157291086612213
T1+T2_std,RT_outlier,0.3292420918708775,0.19689789088827242
T1+T2_std,RT_noerrors,0.12695792385863028,0.6272778667977114
T1+T2_std,RT_nsamples,-0.17883256224034982,0.4922399268012681
T1+T2_cv,RT_mean,-0.2883824077065733,0.26164104410396993
T1+T2_cv,RT_median,-0.3003301394825344,0.24149473877739402
T1+T2_cv,RT_std,0.21078533607631839,0.4167475361760783
T1+T2_cv,RT_cv,0.40955978235180124,0.10255745630455358
T1+T2_cv,RT_skew,0.41591420546819435,0.09682086285615576
T1+T2_cv,RT_kurt,0.34959004200472377,0.1689850638669178
T1+T2_cv,RT_iqr,-0.3749071553888641,0.13814023690221972
T1+T2_cv,RT_outlier,0.2742949792998206,0.2866908903258656
T1+T2_cv,RT_noerrors,0.11086087444539694,0.6718689143662161
T1+T2_cv,RT_nsamples,-0.09643879156857729,0.7127239652265227
T1+T2_skewness,RT_mean,-0.17838863665879395,0.4933327232216828
T1+T2_skewness,RT_median,-0.20175747748138614,0.4374293287968211
T1+T2_skewness,RT_std,0.17296683052074588,0.5067726449383879
T1+T2_skewness,RT_cv,0.28107542685628834,0.27445916709490265
T1+T2_skewness,RT_skew,0.4754518502637096,0.05374476121359024
T1+T2_skewness,RT_kurt,0.4199184780107632,0.09332610913798285
T1+T2_skewness,RT_iqr,-0.3264088454185612,0.20101021780366346
T1+T2_skewness,RT_outlier,-0.018224373768132157,0.9446531468807876
T1+T2_skewness,RT_noerrors,0.10464025676867056,0.6893920561490565
T1+T2_skewness,RT_nsamples,0.032041911003806336,0.9028359352113309
T1+T2_kurtosis,RT_mean,0.1642429731218396,0.5287531367853695
T1+T2_kurtosis,RT_median,0.15575660336012132,0.5505430177287988
T1+T2_kurtosis,RT_std,0.187928490032152,0.4701077396221921
T1+T2_kurtosis,RT_cv,0.15243316083554015,0.5591827362986552
T1+T2_kurtosis,RT_skew,0.32568518893794873,0.2020694975759458
T1+T2_kurtosis,RT_kurt,0.24131893666440057,0.3507738465169824
T1+T2_kurtosis,RT_iqr,-0.05471666754951604,0.834780987942711
T1+T2_kurtosis,RT_outlier,-0.08712362732428883,0.739518380095997
T1+T2_kurtosis,RT_noerrors,-0.19028261991361506,0.46446118974316414
T1+T2_kurtosis,RT_nsamples,0.09041876273017442,0.7300059800993693
T1+T2_iqr,RT_mean,-0.07842760477088115,0.7647908838324786
T1+T2_iqr,RT_median,-0.05408175148564493,0.8366737797386843
T1+T2_iqr,RT_std,-0.0673296003599257,0.7973698263125572
T1+T2_iqr,RT_cv,-0.05868406844878976,0.8229732911760873
T1+T2_iqr,RT_skew,-0.3266435679171865,0.20066741451052478
T1+T2_iqr,RT_kurt,-0.3556677672728847,0.161192915392789
T1+T2_iqr,RT_iqr,0.15185705751550113,0.5606863619262581
T1+T2_iqr,RT_outlier,0.19704800066422856,0.44842411713963043
T1+T2_iqr,RT_noerrors,0.5115080305637156,0.03584150115521623
T1+T2_iqr,RT_nsamples,-0.545125295455438,0.02363390983539572
T1+T2_outlier,RT_mean,-0.17762282944956373,0.4952206162999325
T1+T2_outlier,RT_median,-0.2012438794036006,0.4386215774902912
T1+T2_outlier,RT_std,0.19784995641311678,0.4465420030149634
T1+T2_outlier,RT_cv,0.34905080159632507,0.16968841146291097
T1+T2_outlier,RT_skew,0.3854098764013144,0.1265673129940925
T1+T2_outlier,RT_kurt,0.3682505747283192,0.14584179123453725
T1+T2_outlier,RT_iqr,-0.2180593753182024,0.4004675158559701
T1+T2_outlier,RT_outlier,0.3480396525723832,0.17101257524613753
T1+T2_outlier,RT_noerrors,-0.24514516892273003,0.3429509062494594
T1+T2_outlier,RT_nsamples,0.31275876860174223,0.2216058752530734
T1+T2_nsamples,RT_mean,-0.05254284961933403,0.8412650034455187
T1+T2_nsamples,RT_median,-0.08286056114188828,0.7518780003499441
T1+T2_nsamples,RT_std,-0.05722432219527621,0.827313717812678
T1+T2_nsamples,RT_cv,-0.055040390400020456,0.8338162449126058
T1+T2_nsamples,RT_skew,-0.019915186254237924,0.9395266487719178
T1+T2_nsamples,RT_kurt,0.022179858579119333,0.9326637730904749
T1+T2_nsamples,RT_iqr,0.2576783596453845,0.31803450795194593
T1+T2_nsamples,RT_outlier,-0.13589565827591493,0.6030241348504599
T1+T2_nsamples,RT_noerrors,-0.008423311595321156,0.9744041893798814
T1+T2_nsamples,RT_nsamples,0.6938532703264472,0.002004514513025211
T3_mean,RT_mean,0.2449929098848732,0.34326028481445864
T3_mean,RT_median,0.22665014193321503,0.38168996267499483
T3_mean,RT_std,0.13478958065664975,0.6060050500092861
T3_mean,RT_cv,0.03543936431538325,0.8925867799199202
T3_mean,RT_skew,0.07696750109585285,0.7690570982691562
T3_mean,RT_kurt,0.03533678537799304,0.8928960041956943
T3_mean,RT_iqr,0.4234093320643296,0.09035416041329423
T3_mean,RT_outlier,-0.34185485054351467,0.179262755893751
T3_mean,RT_noerrors,0.028503343439265083,0.9135262172204601
T3_mean,RT_nsamples,0.10062808060686265,0.7007745057885578
T3_median,RT_mean,0.17315888323460682,0.5062936479134035
T3_median,RT_median,0.15821752955253685,0.5441837349280031
T3_median,RT_std,0.10063414138184333,0.7007572653370323
T3_median,RT_cv,0.04398925634881536,0.8668685781135659
T3_median,RT_skew,0.07783914372569058,0.7665095210509079
T3_median,RT_kurt,0.02578435868294573,0.9217501049324179
T3_median,RT_iqr,0.36667195912168793,0.14771050889470694
T3_median,RT_outlier,-0.37640541431782,0.13644625377504155
T3_median,RT_noerrors,0.04509713919306069,0.8635447401819345
T3_median,RT_nsamples,0.0563228817438718,0.8299964419096918
T3_std,RT_mean,0.33154899449377284,0.1935905664878906
T3_std,RT_median,0.2842928851405371,0.2687685208368175
T3_std,RT_std,0.3958860791944807,0.11571450577106562
T3_std,RT_cv,0.30531915456291586,0.23338045381144942
T3_std,RT_skew,0.5534031240713044,0.02119573536410805
T3_std,RT_kurt,0.5149195872752348,0.03441993581040835
T3_std,RT_iqr,-0.10670445454964608,0.6835602457530876
T3_std,RT_outlier,-0.03403772375538405,0.896813274610598
T3_std,RT_noerrors,-0.5756273018073952,0.015610034037840115
T3_std,RT_nsamples,0.2784388305546266,0.279176958369388
T3_cv,RT_mean,0.18740545031701156,0.4713668811573494
T3_cv,RT_median,0.1474977126488627,0.5721206402261678
T3_cv,RT_std,0.302802983797429,0.2374508997661567
T3_cv,RT_cv,0.26919131796395623,0.2961115155094919
T3_cv,RT_skew,0.49960240254440347,0.04115552635100909
T3_cv,RT_kurt,0.48536275236862214,0.04827179532074981
T3_cv,RT_iqr,-0.3496543752824574,0.16890128298335172
T3_cv,RT_outlier,0.13402246047715988,0.6080759253262943
T3_cv,RT_noerrors,-0.5876248025827957,0.01311874011450293
T3_cv,RT_nsamples,0.2633163520283748,0.30718258938902515
T3_skewness,RT_mean,-0.0062012520340450905,0.981155006984535
T3_skewness,RT_median,-0.02334722254050184,0.9291279087631362
T3_skewness,RT_std,-0.05049868080403047,0.8473711259007819
T3_skewness,RT_cv,-0.08873233529458648,0.7348698060816176
T3_skewness,RT_skew,-0.06756321054094808,0.7966805811071038
T3_skewness,RT_kurt,-0.06721287778094881,0.797714258548075
T3_skewness,RT_iqr,-0.06914802770271446,0.7920084993473906
T3_skewness,RT_outlier,0.0936478649194802,0.7207201648029629
T3_skewness,RT_noerrors,-0.07081693657688053,0.7870957403328004
T3_skewness,RT_nsamples,0.13323786857089237,0.6101968837027407
T3_kurtosis,RT_mean,-0.25046477617587354,0.33224232416928606
T3_kurtosis,RT_median,-0.26928968422704985,0.2959282129629846
T3_kurtosis,RT_std,0.01545342314995709,0.9530589501518469
T3_kurtosis,RT_cv,0.1524901842094669,0.5590340011406262
T3_kurtosis,RT_skew,-0.021185587695722985,0.9356762920918972
T3_kurtosis,RT_kurt,-0.05735755999142925,0.8269173490098095
T3_kurtosis,RT_iqr,0.07986121417264744,0.7606082939418326
T3_kurtosis,RT_outlier,-0.01911393308145587,0.9419557587251134
T3_kurtosis,RT_noerrors,-0.2789159424996003,0.2783196017046572
T3_kurtosis,RT_nsamples,0.19974410717067428,0.4421126509692318
T3_iqr,RT_mean,0.4181303449648619,0.09487533315304846
T3_iqr,RT_median,0.37478200846376447,0.1382823857712273
T3_iqr,RT_std,0.45358854420026423,0.06744124295335864
T3_iqr,RT_cv,0.32029563121012294,0.21007323652120863
T3_iqr,RT_skew,0.5936844140486407,0.011986104703679997
T3_iqr,RT_kurt,0.5813575678023197,0.01437752136014538
T3_iqr,RT_iqr,-0.17381678589776056,0.504654397388599
T3_iqr,RT_outlier,0.043730921392466454,0.8676439325089251
T3_iqr,RT_noerrors,-0.49877712791027107,0.04154483636423523
T3_iqr,RT_nsamples,0.20738441100183316,0.4244772209732224
T3_outlier,RT_mean,-0.036217420732959665,0.8902418076940063
T3_outlier,RT_median,-0.028704705485926893,0.9129174941464129
T3_outlier,RT_std,-0.08475633387131973,0.7463744801329233
T3_outlier,RT_cv,-0.08365873445498992,0.7495594699933111
T3_outlier,RT_skew,-0.2405735997069111,0.35230942184605596
T3_outlier,RT_kurt,-0.276623879983661,0.28245305143629806
T3_outlier,RT_iqr,0.29202000956404167,0.255400527619489
T3_outlier,RT_outlier,-0.0946089782253827,0.7179633712571605
T3_outlier,RT_noerrors,-0.10877166781917344,0.6777368195154547
T3_outlier,RT_nsamples,-0.07082882469748286,0.7870607723197582
T3_nsamples,RT_mean,0.02853341705554792,0.9134353009457029
T3_nsamples,RT_median,-0.032481420623741916,0.9015092085343867
T3_nsamples,RT_std,0.2532667874441453,0.3266805349280317
T3_nsamples,RT_cv,0.26666133883985776,0.30084942468788006
T3_nsamples,RT_skew,0.48960719767952887,0.04606062621193516
T3_nsamples,RT_kurt,0.5007327152777308,0.04062681353641644
T3_nsamples,RT_iqr,0.0791506177960167,0.7626806999612908
T3_nsamples,RT_outlier,-0.4076809590201436,0.10429899064931443
T3_nsamples,RT_noerrors,-0.25551728228123705,0.3222529655823206
T3_nsamples,RT_nsamples,0.5262908176500642,0.02999096550258063
