SUBJECT,TRIAL,REACTION_TIME,CORRECT,TYPE_OF_TASK
IDU033,38,-1,1,0
IDU033,39,270,1,0
IDU033,40,311,1,0
IDU033,41,328,1,0
IDU033,42,-1,1,0
IDU033,43,335,1,0
IDU033,44,-1,1,0
IDU033,45,399,1,0
IDU033,46,-1,1,0
IDU033,47,347,1,0
IDU033,48,334,1,0
IDU033,49,316,1,0
IDU033,50,319,1,0
IDU033,51,-1,1,0
IDU033,52,295,1,0
IDU033,53,-1,1,0
IDU033,54,313,1,0
IDU033,55,393,1,0
IDU033,56,333,1,0
IDU033,57,334,1,0
IDU033,58,324,1,0
IDU033,59,307,1,0
IDU033,60,343,1,0
IDU033,61,-1,1,0
IDU033,62,284,1,0
IDU033,63,294,1,0
IDU033,64,333,1,0
IDU033,65,306,1,0
IDU033,66,272,1,0
IDU033,67,-1,1,0
IDU033,68,295,1,0
IDU033,69,375,1,0
IDU033,70,0,1,0
IDU033,71,384,1,0
IDU033,72,359,1,0
IDU033,73,329,1,0
IDU033,74,-1,1,0
IDU033,75,321,1,0
IDU033,76,507,1,0
IDU033,77,293,1,0
IDU035,1,570,1,0
IDU035,2,643,1,0
IDU035,3,406,1,0
IDU035,4,-1,1,0
IDU035,5,452,1,0
IDU035,6,382,1,0
IDU035,7,387,1,0
IDU035,8,-1,1,0
IDU035,9,334,1,0
IDU035,10,331,1,0
IDU035,11,-1,1,0
IDU035,12,272,1,0
IDU035,13,312,1,0
IDU035,14,-1,1,0
IDU035,15,328,1,0
IDU035,16,284,1,0
IDU035,17,310,1,0
IDU035,18,272,1,0
IDU035,19,319,1,0
IDU035,20,299,1,0
IDU035,21,316,1,0
IDU035,22,375,1,0
IDU035,23,-1,1,0
IDU035,24,438,1,0
IDU035,25,358,1,0
IDU035,26,887,1,0
IDU035,27,405,1,0
IDU035,28,-1,1,0
IDU035,29,335,1,0
IDU035,30,-1,1,0
IDU035,31,332,1,0
IDU035,32,321,1,0
IDU035,33,321,1,0
IDU035,34,-1,1,0
IDU035,35,261,1,0
IDU035,36,265,1,0
IDU035,37,-1,1,0
IDU035,38,359,1,0
IDU035,39,-1,1,0
IDU035,40,334,1,0
IDU035,41,374,1,0
IDU035,42,328,1,0
IDU035,43,312,1,0
IDU035,44,341,1,0
IDU035,45,381,1,0
IDU035,46,358,1,0
IDU035,47,315,1,0
IDU035,48,355,1,0
IDU035,49,358,1,0
IDU035,50,388,1,0
IDU035,51,349,1,0
IDU035,52,339,1,0
IDU035,53,316,1,0
IDU035,54,333,1,0
IDU035,55,317,1,0
IDU035,56,-1,1,0
IDU035,57,316,1,0
IDU035,58,315,1,0
IDU035,59,-1,1,0
IDU035,60,333,1,0
IDU035,61,276,1,0
IDU035,62,269,1,0
IDU035,63,288,1,0
IDU035,64,285,1,0
IDU035,65,307,1,0
IDU035,66,-1,1,0
IDU035,67,329,1,0
IDU035,68,382,1,0
IDU035,69,-1,1,0
IDU035,70,310,1,0
IDU035,71,332,1,0
IDU035,72,-1,1,0
IDU035,73,271,1,0
IDU035,74,-1,1,0
IDU035,75,318,1,0
IDU035,76,-1,1,0
IDU035,77,305,1,0
IDU037,1,643,1,0
IDU037,2,493,1,0
IDU037,3,359,1,0
IDU037,4,358,1,0
IDU037,5,311,1,0
IDU037,6,323,1,0
IDU037,7,-1,1,0
IDU037,8,337,1,0
IDU037,9,-1,1,0
IDU037,10,301,1,0
IDU037,11,452,1,0
IDU037,12,363,1,0
IDU037,13,334,1,0
IDU037,14,342,1,0
IDU037,15,333,1,0
IDU037,16,342,1,0
IDU037,17,321,1,0
IDU037,18,-1,1,0
IDU037,19,344,1,0
IDU037,20,335,1,0
IDU037,21,-1,1,0
IDU037,22,322,1,0
IDU037,23,419,1,0
IDU037,24,391,1,0
IDU037,25,-1,1,0
IDU037,26,427,1,0
IDU037,27,443,1,0
IDU037,28,425,1,0
IDU037,29,355,1,0
IDU037,30,-1,1,0
IDU037,31,330,1,0
IDU037,32,404,1,0
IDU037,33,368,1,0
IDU037,34,-1,1,0
IDU037,35,482,1,0
IDU037,36,391,1,0
IDU037,37,307,1,0
IDU037,38,-1,1,0
IDU037,39,312,1,0
IDU037,40,336,1,0
IDU037,41,-1,1,0
IDU037,42,338,1,0
IDU037,43,-1,1,0
IDU037,44,450,1,0
IDU037,45,447,1,0
IDU037,46,318,1,0
IDU037,47,345,1,0
IDU037,48,349,1,0
IDU037,49,-1,1,0
IDU037,50,369,1,0
IDU037,51,-1,1,0
IDU037,52,394,1,0
IDU037,53,393,1,0
IDU037,54,364,1,0
IDU037,55,367,1,0
IDU037,56,336,1,0
IDU037,57,320,1,0
IDU037,58,-1,1,0
IDU037,59,314,1,0
IDU037,60,298,1,0
IDU037,61,296,1,0
IDU037,62,261,1,0
IDU037,63,294,0,0
IDU037,64,918,1,0
IDU037,65,337,1,0
IDU037,66,324,1,0
IDU037,67,360,1,0
IDU037,68,-1,1,0
IDU037,69,465,1,0
IDU037,70,369,1,0
IDU037,71,-1,1,0
IDU037,72,369,1,0
IDU037,73,342,1,0
IDU037,74,-1,1,0
IDU037,75,310,1,0
IDU037,76,389,1,0
IDU037,77,336,1,0
IDU038,1,487,1,0
IDU038,2,466,1,0
IDU038,3,-1,1,0
IDU038,4,369,1,0
IDU038,5,604,1,0
IDU038,6,432,1,0
IDU038,7,-1,1,0
IDU038,8,351,1,0
IDU038,9,491,1,0
IDU038,10,456,1,0
IDU038,11,-1,1,0
IDU038,12,312,1,0
IDU038,13,451,1,0
IDU038,14,439,1,0
IDU038,15,589,1,0
IDU038,16,418,1,0
IDU038,17,463,1,0
IDU038,18,409,1,0
IDU038,19,410,1,0
IDU038,20,-1,1,0
IDU038,21,395,1,0
IDU038,22,547,1,0
IDU038,23,407,1,0
IDU038,24,368,1,0
IDU038,25,-1,1,0
IDU038,26,374,1,0
IDU038,27,-1,1,0
IDU038,28,329,1,0
IDU038,29,484,1,0
IDU038,30,407,1,0
IDU038,31,492,1,0
IDU038,32,468,1,0
IDU038,33,465,1,0
IDU038,34,418,1,0
IDU038,35,-1,1,0
IDU038,36,404,1,0
IDU038,37,352,1,0
IDU038,38,348,1,0
IDU038,39,-1,1,0
IDU038,40,321,1,0
IDU038,41,-1,1,0
IDU038,42,402,1,0
IDU038,43,634,1,0
IDU038,44,379,1,0
IDU038,45,365,1,0
IDU038,46,-1,1,0
IDU038,47,0,1,0
IDU038,48,451,1,0
IDU038,49,371,1,0
IDU038,50,710,1,0
IDU038,51,-1,1,0
IDU038,52,336,1,0
IDU038,53,378,1,0
IDU038,54,-1,1,0
IDU038,55,327,1,0
IDU038,56,437,1,0
IDU038,57,471,1,0
IDU038,58,440,1,0
IDU038,59,-1,1,0
IDU038,60,325,1,0
IDU038,61,369,1,0
IDU038,62,-1,1,0
IDU038,63,372,1,0
IDU038,64,437,1,0
IDU038,65,-1,1,0
IDU038,66,358,1,0
IDU038,67,-1,1,0
IDU038,68,394,1,0
IDU038,69,341,1,0
IDU038,70,-1,1,0
IDU038,71,363,1,0
IDU038,72,380,1,0
IDU038,73,385,1,0
IDU038,74,383,1,0
IDU038,75,400,1,0
IDU038,76,401,1,0
IDU038,77,427,1,0
IDU040,1,844,1,0
IDU040,2,835,1,0
IDU040,3,-1,1,0
IDU040,4,684,1,0
IDU040,5,777,1,0
IDU040,6,775,1,0
IDU040,7,787,1,0
IDU040,8,837,1,0
IDU040,9,817,1,0
IDU040,10,854,1,0
IDU040,11,699,1,0
IDU040,12,767,1,0
IDU040,13,-1,1,0
IDU040,14,596,1,0
IDU040,15,-1,1,0
IDU040,16,702,1,0
IDU040,17,-1,1,0
IDU040,18,658,1,0
IDU040,19,760,1,0
IDU040,20,737,1,0
IDU040,21,-1,1,0
IDU040,22,617,1,0
IDU040,23,-1,1,0
IDU040,24,620,1,0
IDU040,25,637,1,0
IDU040,26,736,1,0
IDU040,27,690,1,0
IDU040,28,-1,1,0
IDU040,29,735,1,0
IDU040,30,597,1,0
IDU040,31,587,1,0
IDU040,32,-1,1,0
IDU040,33,585,1,0
IDU040,34,513,1,0
IDU040,35,489,1,0
IDU040,36,-1,1,0
IDU040,37,458,1,0
IDU040,38,515,1,0
IDU040,39,482,1,0
IDU040,40,442,1,0
IDU040,41,-1,1,0
IDU040,42,428,1,0
IDU040,43,588,1,0
IDU040,44,525,1,0
IDU040,45,638,1,0
IDU040,46,555,1,0
IDU040,47,-1,1,0
IDU040,48,732,1,0
IDU040,49,596,1,0
IDU040,50,628,1,0
IDU040,51,668,1,0
IDU040,52,593,1,0
IDU040,53,510,1,0
IDU040,54,-1,1,0
IDU040,55,597,1,0
IDU040,56,603,1,0
IDU040,57,468,1,0
IDU040,58,511,1,0
IDU040,59,520,1,0
IDU040,60,514,1,0
IDU040,61,650,1,0
IDU040,62,554,1,0
IDU040,63,497,1,0
IDU040,64,-1,1,0
IDU040,65,638,1,0
IDU040,66,593,1,0
IDU040,67,548,1,0
IDU040,68,-1,1,0
IDU040,69,564,1,0
IDU040,70,-1,1,0
IDU040,71,382,1,0
IDU040,72,576,1,0
IDU040,73,-1,1,0
IDU040,74,479,1,0
IDU040,75,542,1,0
IDU040,76,-1,1,0
IDU040,77,405,1,0
IDU002,1,1078,1,1
IDU002,2,616,1,1
IDU002,3,949,1,1
IDU002,4,453,1,1
IDU002,5,751,1,1
IDU002,6,612,1,1
IDU002,7,811,1,1
IDU002,8,497,1,1
IDU002,9,798,1,1
IDU002,10,770,1,1
IDU002,11,497,1,1
IDU002,12,654,1,1
IDU002,13,833,1,1
IDU002,14,1087,1,1
IDU002,15,662,1,1
IDU002,16,765,1,1
IDU002,17,674,1,1
IDU002,18,959,1,1
IDU002,19,662,1,1
IDU002,20,755,1,1
IDU002,21,707,1,1
IDU002,22,589,1,1
IDU002,23,716,1,1
IDU002,24,633,1,1
IDU008,1,1195,1,1
IDU008,2,1123,1,1
IDU008,3,1416,1,1
IDU008,4,924,1,1
IDU008,5,968,1,1
IDU008,6,1007,1,1
IDU008,7,861,1,1
IDU008,8,935,1,1
IDU008,9,902,1,1
IDU008,10,1063,1,1
IDU008,11,944,1,1
IDU008,12,969,1,1
IDU008,13,937,1,1
IDU008,14,806,1,1
IDU008,15,905,1,1
IDU008,16,1116,1,1
IDU008,17,833,1,1
IDU008,18,914,1,1
IDU008,19,778,1,1
IDU008,20,1010,1,1
IDU008,21,894,1,1
IDU008,22,797,1,1
IDU008,23,947,1,1
IDU008,24,1512,1,1
IDU011,1,900,1,1
IDU011,2,2281,1,1
IDU011,3,995,1,1
IDU011,4,1783,1,1
IDU011,5,1141,1,1
IDU011,6,893,1,1
IDU011,7,946,1,1
IDU011,8,919,1,1
IDU011,9,1120,1,1
IDU011,10,949,1,1
IDU011,11,1089,1,1
IDU011,12,1476,1,1
IDU011,13,1113,1,1
IDU011,14,765,1,1
IDU011,15,1190,1,1
IDU011,16,1263,1,1
IDU011,17,816,1,1
IDU011,18,1097,1,1
IDU011,19,901,1,1
IDU011,20,890,1,1
IDU011,21,1445,1,1
IDU011,22,1029,1,1
IDU011,23,961,1,1
IDU011,24,979,1,1
IDU013,1,1634,1,1
IDU013,2,1250,1,1
IDU013,3,872,1,1
IDU013,4,947,1,1
IDU013,5,1186,1,1
IDU013,6,1257,1,1
IDU013,7,783,1,1
IDU013,8,867,1,1
IDU013,9,698,1,1
IDU013,10,917,1,1
IDU013,11,921,1,1
IDU013,12,1023,1,1
IDU013,13,1320,1,1
IDU013,14,1193,1,1
IDU013,15,1396,1,1
IDU013,16,1269,1,1
IDU013,17,1065,1,1
IDU013,18,884,1,1
IDU013,19,1564,1,1
IDU013,20,980,1,1
IDU013,21,860,1,1
IDU013,22,1532,1,1
IDU013,23,1352,1,1
IDU013,24,1615,1,1
IDU015,1,849,1,1
IDU015,2,727,1,1
IDU015,3,820,1,1
IDU015,4,734,1,1
IDU015,5,430,1,1
IDU015,6,833,1,1
IDU015,7,716,1,1
IDU015,8,809,1,1
IDU015,9,1022,1,1
IDU015,10,450,1,1
IDU015,11,690,1,1
IDU015,12,674,1,1
IDU015,13,852,1,1
IDU015,14,809,1,1
IDU015,15,617,1,1
IDU015,16,447,1,1
IDU015,17,1033,1,1
IDU015,18,585,1,1
IDU015,19,572,1,1
IDU015,20,667,1,1
IDU015,21,879,1,1
IDU015,22,690,1,1
IDU015,23,611,1,1
IDU015,24,865,1,1
IDU017,1,831,0,1
IDU017,2,929,1,1
IDU017,3,757,1,1
IDU017,4,874,1,1
IDU017,5,1229,1,1
IDU017,6,942,1,1
IDU017,7,486,1,1
IDU017,8,479,1,1
IDU017,9,591,1,1
IDU017,10,609,1,1
IDU017,11,595,0,1
IDU017,12,604,1,1
IDU017,13,647,1,1
IDU017,14,406,1,1
IDU017,15,530,1,1
IDU017,16,582,1,1
IDU017,17,777,1,1
IDU017,18,787,1,1
IDU017,19,769,1,1
IDU017,20,569,1,1
IDU017,21,568,1,1
IDU017,22,767,1,1
IDU017,23,551,1,1
IDU017,24,552,1,1
IDU019,1,1050,1,1
IDU019,2,883,1,1
IDU019,3,973,1,1
IDU019,4,1001,1,1
IDU019,5,1303,1,1
IDU019,6,1091,1,1
IDU019,7,870,1,1
IDU019,8,1028,1,1
IDU019,9,798,1,1
IDU019,10,827,1,1
IDU019,11,656,1,1
IDU019,12,752,1,1
IDU019,13,616,1,1
IDU019,14,655,1,1
IDU019,15,679,1,1
IDU019,16,841,1,1
IDU019,17,711,1,1
IDU019,18,904,1,1
IDU019,19,750,1,1
IDU019,20,772,0,1
IDU019,21,1646,1,1
IDU019,22,1260,1,1
IDU019,23,1023,1,1
IDU019,24,802,1,1
IDU021,1,1265,1,1
IDU021,2,978,1,1
IDU021,3,1041,1,1
IDU021,4,1204,1,1
IDU021,5,1225,1,1
IDU021,6,1163,1,1
IDU021,7,788,1,1
IDU021,8,988,1,1
IDU021,9,1118,1,1
IDU021,10,1415,1,1
IDU021,11,1087,1,1
IDU021,12,1001,1,1
IDU021,13,870,1,1
IDU021,14,902,1,1
IDU021,15,1023,1,1
IDU021,16,880,1,1
IDU021,17,1118,1,1
IDU021,18,1115,1,1
IDU021,19,878,1,1
IDU021,20,813,1,1
IDU021,21,1206,1,1
IDU021,22,786,1,1
IDU021,23,888,1,1
IDU021,24,803,1,1
IDU024,1,1026,1,1
IDU024,2,972,1,1
IDU024,3,1023,1,1
IDU024,4,954,1,1
IDU024,5,857,1,1
IDU024,6,1114,1,1
IDU024,7,929,1,1
IDU024,8,1115,1,1
IDU024,9,1101,1,1
IDU024,10,930,1,1
IDU024,11,1060,1,1
IDU024,12,954,1,1
IDU024,13,972,1,1
IDU024,14,1002,1,1
IDU024,15,1029,1,1
IDU024,16,911,1,1
IDU024,17,1022,1,1
IDU024,18,1043,1,1
IDU024,19,1178,1,1
IDU024,20,909,1,1
IDU024,21,1060,1,1
IDU024,22,900,1,1
IDU024,23,1075,1,1
IDU024,24,931,1,1
IDU025,1,923,1,1
IDU025,2,1008,1,1
IDU025,3,917,1,1
IDU025,4,834,1,1
IDU025,5,823,1,1
IDU025,6,665,1,1
IDU025,7,1072,1,1
IDU025,8,759,1,1
IDU025,9,817,1,1
IDU025,10,681,1,1
IDU025,11,656,1,1
IDU025,12,816,1,1
IDU025,13,784,1,1
IDU025,14,919,1,1
IDU025,15,941,1,1
IDU025,16,910,1,1
IDU025,17,873,1,1
IDU025,18,845,1,1
IDU025,19,678,1,1
IDU025,20,647,1,1
IDU025,21,714,1,1
IDU025,22,735,1,1
IDU025,23,589,1,1
IDU025,24,677,1,1
IDU027,1,722,1,1
IDU027,2,555,1,1
IDU027,3,669,1,1
IDU027,4,533,1,1
IDU027,5,868,1,1
IDU027,6,604,1,1
IDU027,7,650,1,1
IDU027,8,564,1,1
IDU027,9,599,1,1
IDU027,10,622,1,1
IDU027,11,863,1,1
IDU027,12,722,1,1
IDU027,13,530,1,1
IDU027,14,809,1,1
IDU027,15,561,1,1
IDU027,16,692,1,1
IDU027,17,890,0,1
IDU027,18,726,1,1
IDU027,19,662,1,1
IDU027,20,665,1,1
IDU027,21,626,1,1
IDU027,22,562,1,1
IDU027,23,555,1,1
IDU027,24,493,1,1
IDU029,1,1120,1,1
IDU029,2,855,1,1
IDU029,3,597,1,1
IDU029,4,1047,1,1
IDU029,5,1061,1,1
IDU029,6,916,1,1
IDU029,7,1243,1,1
IDU029,8,937,1,1
IDU029,9,582,1,1
IDU029,10,826,1,1
IDU029,11,575,1,1
IDU029,12,477,1,1
IDU029,13,494,1,1
IDU029,14,861,1,1
IDU029,15,502,1,1
IDU029,16,574,1,1
IDU029,17,813,1,1
IDU029,18,800,1,1
IDU029,19,817,1,1
IDU029,20,487,1,1
IDU029,21,1073,1,1
IDU029,22,568,1,1
IDU029,23,1059,1,1
IDU029,24,1003,1,1
IDU031,1,814,1,1
IDU031,2,536,1,1
IDU031,3,642,1,1
IDU031,4,947,1,1
IDU031,5,1621,1,1
IDU031,6,668,1,1
IDU031,7,1047,1,1
IDU031,8,780,1,1
IDU031,9,869,1,1
IDU031,10,596,1,1
IDU031,11,613,1,1
IDU031,12,596,1,1
IDU031,13,950,1,1
IDU031,14,729,1,1
IDU031,15,580,1,1
IDU031,16,764,1,1
IDU031,17,563,1,1
IDU031,18,593,1,1
IDU031,19,600,1,1
IDU031,20,607,1,1
IDU031,21,540,1,1
IDU031,22,675,1,1
IDU031,23,668,1,1
IDU031,24,602,1,1
IDU033,1,885,1,1
IDU033,2,932,1,1
IDU033,3,986,1,1
IDU033,4,1265,1,1
IDU033,5,1177,1,1
IDU033,6,813,1,1
IDU033,7,1011,1,1
IDU033,8,704,1,1
IDU033,9,812,1,1
IDU033,10,1091,1,1
IDU033,11,1461,1,1
IDU033,12,755,1,1
IDU033,13,1219,1,1
IDU033,14,2237,1,1
IDU033,15,1079,1,1
IDU033,16,1083,1,1
IDU033,17,915,1,1
IDU033,18,990,1,1
IDU033,19,1277,1,1
IDU033,20,1473,1,1
IDU033,21,1064,1,1
IDU033,22,824,1,1
IDU033,23,961,1,1
IDU033,24,1024,1,1
IDU035,1,941,1,1
IDU035,2,777,1,1
IDU035,3,869,1,1
IDU035,4,1040,1,1
IDU035,5,876,1,1
IDU035,6,773,1,1
IDU035,7,920,1,1
IDU035,8,683,1,1
IDU035,9,1076,1,1
IDU035,10,642,1,1
IDU035,11,615,1,1
IDU035,12,840,1,1
IDU035,13,632,1,1
IDU035,14,640,1,1
IDU035,15,835,1,1
IDU035,16,702,1,1
IDU035,17,638,1,1
IDU035,18,715,1,1
IDU035,19,698,1,1
IDU035,20,840,1,1
IDU035,21,716,1,1
IDU035,22,784,1,1
IDU035,23,680,1,1
IDU035,24,833,1,1
IDU037,1,1718,1,1
IDU037,2,1200,1,1
IDU037,3,1987,1,1
IDU037,4,1560,1,1
IDU037,5,1011,1,1
IDU037,6,1961,1,1
IDU037,7,1232,1,1
IDU037,8,1571,1,1
IDU037,9,1732,1,1
IDU037,10,1637,1,1
IDU037,11,1819,1,1
IDU037,12,1875,1,1
IDU037,13,2204,1,1
IDU037,14,1982,1,1
IDU037,15,1070,1,1
IDU037,16,2185,1,1
IDU037,17,2279,1,1
IDU037,18,1777,1,1
IDU037,19,1818,1,1
IDU037,20,1542,1,1
IDU037,21,1289,1,1
IDU037,22,1419,1,1
IDU037,23,1210,1,1
IDU037,24,1147,1,1
IDU038,1,1347,1,1
IDU038,2,1573,1,1
IDU038,3,1339,1,1
IDU038,4,1181,1,1
IDU038,5,1344,1,1
IDU038,6,1143,1,1
IDU038,7,1239,1,1
IDU038,8,1558,1,1
IDU038,9,1478,0,1
IDU038,10,1516,1,1
IDU038,11,1765,1,1
IDU038,12,938,1,1
IDU038,13,1011,1,1
IDU038,14,950,1,1
IDU038,15,1123,1,1
IDU038,16,1541,1,1
IDU038,17,1249,1,1
IDU038,18,1341,1,1
IDU038,19,1108,1,1
IDU038,20,806,1,1
IDU038,21,1246,1,1
IDU038,22,727,1,1
IDU038,23,1295,1,1
IDU038,24,941,1,1
IDU040,1,1107,1,1
IDU040,2,1886,1,1
IDU040,3,1204,1,1
IDU040,4,952,1,1
IDU040,5,1391,1,1
IDU040,6,1324,1,1
IDU040,7,1760,1,1
IDU040,8,1270,1,1
IDU040,9,1143,1,1
IDU040,10,1798,1,1
IDU040,11,1446,1,1
IDU040,12,1201,1,1
IDU040,13,1802,1,1
IDU040,14,2143,1,1
IDU040,15,1720,1,1
IDU040,16,846,1,1
IDU040,17,1030,1,1
IDU040,18,842,1,1
IDU040,19,929,1,1
IDU040,20,1207,1,1
IDU040,21,1073,1,1
IDU040,22,971,1,1
IDU040,23,915,1,1
IDU040,24,971,1,1
IDU011,1,734,0,2
IDU011,1,367,0,4
IDU011,1,467,0,3
IDU011,2,534,0,2
IDU011,2,199,0,4
IDU011,2,167,0,3
IDU011,3,700,0,2
IDU011,3,533,0,4
IDU011,3,266,0,3
IDU011,4,600,0,2
IDU011,4,501,0,4
IDU011,4,267,0,3
IDU011,5,600,0,2
IDU011,5,633,0,4
IDU011,5,434,0,3
IDU011,6,700,0,2
IDU011,6,401,0,4
IDU011,6,467,0,3
IDU011,7,633,0,2
IDU011,7,567,0,4
IDU011,7,100,0,3
IDU011,8,400,0,2
IDU011,8,634,0,4
IDU011,8,400,0,3
IDU011,9,567,0,2
IDU011,9,433,0,4
IDU011,10,567,0,2
IDU011,10,634,0,4
IDU011,10,333,0,3
IDU011,11,368,0,2
IDU011,11,567,0,4
IDU011,12,667,0,2
IDU011,12,334,0,4
IDU011,12,401,0,3
IDU011,13,600,0,2
IDU011,13,434,0,4
IDU011,13,400,0,3
IDU011,14,467,0,2
IDU011,14,700,0,4
IDU011,15,567,0,2
IDU011,15,400,0,4
IDU011,15,400,0,3
IDU011,16,600,0,2
IDU011,16,367,0,4
IDU011,16,467,0,3
IDU011,17,634,0,2
IDU011,17,400,0,4
IDU011,17,467,0,3
IDU013,1,734,0,2
IDU013,1,400,0,4
IDU013,1,367,0,3
IDU013,2,701,0,2
IDU013,2,834,0,4
IDU013,2,66,0,3
IDU013,3,234,0,2
IDU013,3,801,0,4
IDU013,4,634,0,2
IDU013,4,467,0,4
IDU013,4,367,0,3
IDU013,5,567,0,2
IDU013,5,1200,0,4
IDU013,6,633,0,2
IDU013,6,900,0,4
IDU013,7,500,0,2
IDU013,7,700,0,4
IDU013,9,901,0,2
IDU013,9,1301,0,4
IDU013,9,300,0,3
IDU013,10,634,0,2
IDU013,10,734,0,4
IDU013,10,267,0,3
IDU013,11,500,0,2
IDU013,11,1001,0,4
IDU013,11,334,0,3
IDU013,12,434,0,2
IDU013,12,1335,0,4
IDU013,13,401,0,2
IDU013,13,1935,0,4
IDU013,13,333,0,3
IDU013,14,567,0,2
IDU013,14,901,0,4
IDU013,15,634,0,2
IDU013,15,601,0,4
IDU013,15,233,0,3
IDU013,16,633,0,2
IDU013,16,534,0,4
IDU013,16,133,0,3
IDU013,17,700,0,2
IDU013,17,467,0,4
IDU015,1,801,0,2
IDU015,1,600,0,4
IDU015,1,266,0,3
IDU015,2,1000,0,2
IDU015,2,367,0,4
IDU015,2,300,0,3
IDU015,3,833,0,2
IDU015,3,300,0,4
IDU015,3,434,0,3
IDU015,4,734,0,2
IDU015,4,1634,0,4
IDU015,5,567,0,2
IDU015,5,734,0,4
IDU015,6,800,0,2
IDU015,6,333,0,4
IDU015,6,267,0,3
IDU015,7,600,0,2
IDU015,7,701,0,4
IDU015,7,399,0,3
IDU015,8,667,0,2
IDU015,8,466,0,4
IDU015,8,300,0,3
IDU015,9,834,0,2
IDU015,9,367,0,4
IDU015,9,467,0,3
IDU015,10,667,0,2
IDU015,10,368,0,4
IDU015,10,868,0,3
IDU015,11,868,0,2
IDU015,11,400,0,4
IDU015,11,434,0,3
IDU015,12,767,0,2
IDU015,12,801,0,4
IDU015,12,233,0,3
IDU015,13,701,0,2
IDU015,13,401,0,4
IDU015,13,467,0,3
IDU015,14,700,0,2
IDU015,14,700,0,4
IDU015,14,467,0,3
IDU015,15,700,0,2
IDU015,15,800,0,4
IDU015,15,401,0,3
IDU015,16,734,0,2
IDU015,16,434,0,4
IDU015,16,234,0,3
IDU015,17,667,0,2
IDU015,17,400,0,4
IDU015,17,200,0,3
IDU017,1,601,0,2
IDU017,1,834,0,4
IDU017,1,301,0,3
IDU017,2,633,0,2
IDU017,2,467,0,4
IDU017,2,267,0,3
IDU017,3,567,0,2
IDU017,3,1001,0,4
IDU017,3,266,0,3
IDU017,4,601,0,2
IDU017,4,567,0,4
IDU017,5,600,0,2
IDU017,5,300,0,4
IDU017,5,467,0,3
IDU017,6,534,0,2
IDU017,6,734,0,4
IDU017,7,668,0,2
IDU017,7,367,0,4
IDU017,7,367,0,3
IDU017,8,567,0,2
IDU017,8,600,0,4
IDU017,8,233,0,3
IDU017,9,667,0,2
IDU017,9,400,0,4
IDU017,9,300,0,3
IDU017,10,667,0,2
IDU017,10,400,0,4
IDU017,10,267,0,3
IDU017,11,166,0,2
IDU017,11,467,0,4
IDU017,12,601,0,2
IDU017,12,301,0,4
IDU017,12,434,0,3
IDU017,13,667,0,2
IDU017,13,300,0,4
IDU017,14,700,0,2
IDU017,14,333,0,4
IDU017,14,367,0,3
IDU017,15,633,0,2
IDU017,15,233,0,4
IDU017,15,267,0,3
IDU017,16,633,0,2
IDU017,16,433,0,4
IDU017,17,567,0,2
IDU017,17,366,0,4
IDU019,1,834,0,2
IDU019,1,467,0,4
IDU019,2,733,0,2
IDU019,2,333,0,4
IDU019,3,567,0,2
IDU019,3,500,0,4
IDU019,4,1068,0,2
IDU019,4,500,0,4
IDU019,4,566,0,3
IDU019,5,633,0,2
IDU019,5,634,0,4
IDU019,5,500,0,3
IDU019,8,634,0,2
IDU019,8,567,0,4
IDU019,8,267,0,3
IDU019,9,567,0,2
IDU019,9,834,0,4
IDU019,9,434,0,3
IDU019,10,467,0,2
IDU019,10,534,0,4
IDU019,10,200,0,3
IDU019,12,700,0,2
IDU019,12,466,0,4
IDU019,13,801,0,2
IDU019,13,800,0,4
IDU019,13,434,0,3
IDU019,14,1101,0,2
IDU019,14,767,0,4
IDU019,14,333,0,3
IDU019,15,601,0,2
IDU019,15,934,0,4
IDU019,15,401,0,3
IDU019,16,667,0,2
IDU019,16,734,0,4
IDU019,16,533,0,3
IDU019,17,767,0,2
IDU019,17,434,0,4
IDU019,17,267,0,3
IDU021,1,734,0,2
IDU021,1,500,0,4
IDU021,1,233,0,3
IDU021,2,334,0,2
IDU021,2,267,0,4
IDU021,3,734,0,2
IDU021,3,633,0,4
IDU021,3,467,0,3
IDU021,4,767,0,2
IDU021,4,601,0,4
IDU021,4,200,0,3
IDU021,5,734,0,2
IDU021,5,300,0,4
IDU021,6,734,0,2
IDU021,6,467,0,4
IDU021,6,434,0,3
IDU021,7,67,0,2
IDU021,7,167,0,4
IDU021,8,700,0,2
IDU021,8,467,0,4
IDU021,8,567,0,3
IDU021,9,700,0,2
IDU021,9,367,0,4
IDU021,10,734,0,2
IDU021,10,400,0,4
IDU021,11,834,0,2
IDU021,11,400,0,4
IDU021,12,734,0,2
IDU021,12,334,0,4
IDU021,12,334,0,3
IDU021,13,700,0,2
IDU021,13,434,0,4
IDU021,14,700,0,2
IDU021,14,534,0,4
IDU021,14,200,0,3
IDU021,15,667,0,2
IDU021,15,400,0,4
IDU021,15,500,0,3
IDU021,16,601,0,2
IDU021,16,433,0,4
IDU021,16,367,0,3
IDU021,17,801,0,2
IDU021,17,567,0,4
IDU021,17,400,0,3
IDU002,1,534,0,2
IDU002,1,634,0,4
IDU002,1,567,0,3
IDU002,2,668,0,2
IDU002,2,1068,0,4
IDU002,2,700,0,3
IDU002,3,701,0,2
IDU002,3,233,0,4
IDU002,3,167,0,3
